"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-05",,"27","14"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-06",,"30","9"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-07",,"38","17"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-08",,"45","19"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-09",,"45","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-10",,"42","22"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-11",,"42","20"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-12",,"36","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-13",,"46","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-14",,"45","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-15",,"43","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-16",,"45","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-17",,"48","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-18",,"45","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-19",,"38","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-20",,"38","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-21",,"41","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-22",,"41","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-23",,"36","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-24",,"38","18"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-25",,"36","17"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-26",,"43","16"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-27",,"45","21"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-28",,"51","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-29",,"56","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-30",,"57","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2011-12-31",,"61","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-01",,"52","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-02",,"50","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-03",,"51","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-04",,"53","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-05",,"53","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-06",,"55","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-07",,"55","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-08",,"43","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-09",,"47","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-10",,"52","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-11",,"52","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-12",,"42","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-13",,"47","22"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-14",,"51","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-15",,"50","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-16",,"55","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-17",,"50","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-18",,"55","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-19",,"62","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-20",,"60","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-21",,"59","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-22",,"49","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-23",,"51","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-24",,"49","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-25",,"51","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-26",,"53","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-27",,"54","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-28",,"50","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-29",,"53","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-30",,"55","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-01-31",,"55","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-01",,"54","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-02",,"51","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-03",,"47","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-04",,"48","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-05",,"44","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-06",,"50","24"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-07",,"46","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-08",,"51","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-09",,"55","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-10",,"55","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-11",,"54","28"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-12",,"41","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-13",,"49","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-14",,"53","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-15",,"45","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-16",,"49","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-17",,"55","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-18",,"52","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-19",,"53","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-20",,"45","29"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-21",,"58","22"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-22",,"65","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-23",,"66","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-24",,"56","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-25",,"63","26"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-26",,"62","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-27",,"61","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-28",,"48","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-02-29",,"55","27"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-01",,"62","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-02",,"42","25"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-03",,"49","23"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-04",,"61","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-05",,"66","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-06",,"67","41"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-07",,"67","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-08",,"44","34"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-09",,"42","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-10",,"45","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-11",,"63","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-12",,"66","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-13",,"70","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-14",,"70","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-15",,"72","36"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-16",,"74","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-17",,"74","38"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-18",,"65","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-19",,"45","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-20",,"53","31"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-21",,"65","30"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-22",,"71","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-23",,"76","40"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-24",,"76","44"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-25",,"83","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-26",,"79","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-27",,"74","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-28",,"76","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-29",,"75","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-30",,"77","41"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-03-31",,"80","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-01",,"81","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-02",,"54","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-03",,"47","32"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-04",,"66","37"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-05",,"74","45"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-06",,"75","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-07",,"70","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-08",,"75","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-09",,"77","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-10",,"78","48"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-11",,"81","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-12",,"68","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-13",,"71","44"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-14",,"63","39"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-15",,"62","35"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-16",,"66","33"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-17",,"74","41"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-18",,"80","43"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-19",,"73","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-20",,"75","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-21",,"84","47"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-22",,"85","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-23",,"84","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-24",,"88","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-25",,"86","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-26",,"87","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-27",,"75","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-28",,"74","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-29",,"79","56"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-04-30",,"80","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-01",,"84","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-02",,"81","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-03",,"82","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-04",,"85","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-05",,"84","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-06",,"82","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-07",,"71","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-08",,"69","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-09",,"75","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-10",,"79","46"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-11",,"80","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-12",,"75","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-13",,"70","54"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-14",,"72","49"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-15",,"80","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-16",,"81","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-17",,"88","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-18",,"85","55"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-19",,"82","51"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-20",,"83","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-21",,"89","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-22",,"92","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-23",,"93","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-24",,"88","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-25",,"90","60"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-26",,"89","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-27",,"78","53"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-28",,"82","50"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-29",,"87","52"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-30",,"89","57"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-05-31",,"89","58"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-01",,"95","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-02",,"95","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-03",,"94","61"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-04",,"90","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-05",,"88","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-06",,"92","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-07",,"92","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-08",,"93","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-09",,"95","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-10",,"91","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-11",,"89","59"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-12",,"92","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-13",,"94","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-14",,"95","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-15",,"93","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-16",,"90","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-17",,"97","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-18",,"98","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-19",,"95","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-20",,"100","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-21",,"93","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-22",,"96","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-23",,"96","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-24",,"97","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-25",,"97","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-26",,"97","72"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-27",,"98","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-28",,"99","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-29",,"99","73"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-06-30",,"101","75"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-01",,"98","73"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-02",,"97","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-03",,"94","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-04",,"93","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-05",,"89","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-06",,"85","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-07",,"83","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-08",,"87","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-09",,"89","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-10",,"86","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-11",,"87","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-12",,"91","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-13",,"92","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-14",,"93","73"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-15",,"93","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-16",,"91","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-17",,"93","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-18",,"93","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-19",,"93","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-20",,"94","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-21",,"91","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-22",,"91","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-23",,"94","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-24",,"90","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-25",,"95","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-26",,"91","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-27",,"93","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-28",,"91","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-29",,"92","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-30",,"95","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-07-31",,"97","73"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-01",,"96","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-02",,"96","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-03",,"92","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-04",,"93","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-05",,"88","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-06",,"93","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-07",,"98","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-08",,"94","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-09",,"95","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-10",,"95","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-11",,"97","70"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-12",,"97","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-13",,"91","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-14",,"93","67"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-15",,"94","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-16",,"92","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-17",,"89","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-18",,"93","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-19",,"89","69"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-20",,"84","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-21",,"91","64"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-22",,"78","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-23",,"81","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-24",,"83","63"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-25",,"93","62"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-26",,"91","71"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-27",,"92","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-28",,"91","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-29",,"90","66"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-30",,"90","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-08-31",,"91","65"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-09-01",,"93","68"
"USW00023050","ALBUQUERQUE INTERNATIONAL AIRPORT, NM US","2012-09-02",,"95","67"
